FECHA (YYMMDD);HORA (HHMM);;,
160416;1700;88,1666;
160416;1800;89,8333;
160416;1900;90,9166;
160416;2000;91;,
160416;2100;91;,
160416;2200;91,25;
160416;2300;92;,
160417;0000;92;,
160417;0100;91,9091;
160417;0200;90,75;
160417;0300;87;,
160417;0400;85,6667;
160417;0500;88,5;
160417;0600;90;,
160417;0700;90,0833;
160417;0800;90;,
160417;0900;90;,
160417;1000;90;,
160417;1100;90;,
160417;1200;90;,
160417;1300;90;,
160417;1400;89,5833;
160417;1500;89;,
160417;1600;89,5833;
160417;1700;90;,
160417;1800;90;,
160417;1900;90,5833;
160417;2000;91;,
160417;2100;91;,
160417;2200;91;,
160417;2300;91;,
160418;0000;91;,
160418;0100;91;,
160418;0200;91;,
160418;0300;91;,
160418;0400;91;,
160418;0500;91;,
160418;0600;91;,
160418;0700;91;,
160418;0800;91,6667;
160418;0900;91,6666;
160418;1000;91,0833;
160418;1100;90,1666;
160418;1200;86,4166;
160418;1300;73,75;
160418;1400;64,8333;
160418;1500;61,75;
160418;1600;68,4166;
160418;1700;73,25;
160418;1800;76;,
160418;1900;80,9166;
160418;2000;85;,
160418;2100;86,6666;
160418;2200;88;,
160418;2300;89;,
160419;0000;89;,
160419;0100;89,8333;
160419;0200;90,0833;
160419;0300;90,6666;
160419;0400;90,6666;
160419;0500;90,9166;
160419;0600;91;,
160419;0700;91;,
160419;0800;88,25;
160419;0900;78,1666;
160419;1000;65,3333;
160419;1100;59,8333;
160419;1200;56,5833;
160419;1300;56,25;
160419;1400;52,1667;
160419;1500;52,4167;
160419;1600;52,4167;
160419;1700;53;,
160419;1800;65,4166;
160419;1900;75,0833;
160419;2000;77,4166;
160419;2100;81,6666;
160419;2200;85,0833;
160419;2300;86,75;
160420;0000;87,5833;
160420;0100;88;,
160420;0200;88,8333;
160420;0300;89;,
160420;0400;89;,
160420;0500;89,4167;
160420;0600;89,1666;
160420;0700;89;,
160420;0800;88,1667;
160420;0900;84,3333;
160420;1000;72,4166;
160420;1100;61;,
160420;1200;54,1667;
160420;1300;48,3333;
160420;1400;48,3333;
160420;1500;46,6667;
160420;1600;47,9167;
160420;1700;45,5;
160420;1800;54,25;
160420;1900;63,3333;
160420;2000;71,25;
160420;2100;77,9166;
160420;2200;81,5833;
160420;2300;83,9166;
160421;0000;85,25;
160421;0100;86,25;
160421;0200;86,9166;
160421;0300;87;,
160421;0400;87,25;
160421;0500;87;,
160421;0600;87,8333;
160421;0700;88;,
160421;0800;84,3333;
160421;0900;71,25;
160421;1000;60,6667;
160421;1100;51,9167;
160421;1200;45,1667;
160421;1300;41;,
160421;1400;39,5833;
160421;1500;39,75;
160421;1600;39,9167;
160421;1700;41,75;
160421;1800;51;,
160421;1900;62,6667;
160421;2000;69,8333;
160421;2100;73,75;
160421;2200;75,4166;
160421;2300;78,1666;
160422;0000;79,5;
160422;0100;80,5;
160422;0200;81,8333;
160422;0300;82;,
160422;0400;82,25;
160422;0500;83,1667;
160422;0600;83,6666;
160422;0700;82,6666;
160422;0800;81,3333;
160422;0900;78,3333;
160422;1000;75,5833;
160422;1100;71,8333;
160422;1200;70,5;
160422;1300;69,6666;
160422;1400;71,1666;
160422;1500;77,1666;
160422;1600;81,4166;
160422;1700;83,0833;
160422;1800;83,8333;
160422;1900;84,5;
160422;2000;85,9166;
160422;2100;85,6667;
160422;2200;86;,
160422;2300;84,9167;
160423;0000;83,4166;
160423;0100;83,8333;
160423;0200;85,5833;
160423;0300;86;,
160423;0400;86,8333;
160423;0500;87;,
160423;0600;87,5;
160423;0700;88;,
160423;0800;87,0833;
160423;0900;73,5;
160423;1000;55,25;
160423;1100;61,5833;
160423;1200;62,5833;
160423;1300;60,25;
160423;1400;63,75;
160423;1500;74,4166;
160423;1600;81,5;
160423;1700;85,25;
160423;1800;86,25;
160423;1900;87;,
160423;2000;88;,
160423;2100;86,5833;
160423;2200;84,25;
160423;2300;83,9166;
160424;0000;85;,
160424;0100;86,75;
160424;0200;86,9167;
160424;0300;86,3333;
160424;0400;86,3333;
160424;0500;84,25;
160424;0600;83,1666;
160424;0700;84,6666;
160424;0800;85,6666;
160424;0900;82,75;
160424;1000;79;,
160424;1100;80,1666;
160424;1200;78,3333;
160424;1300;69,1666;
160424;1400;66,25;
160424;1500;69,8333;
160424;1600;74,1666;
160424;1700;81,3333;
160424;1800;82,5833;
160424;1900;83,6666;
160424;2000;84,25;
160424;2100;83,5833;
160424;2200;84,9166;
160424;2300;86,5;
160425;0000;87,9166;
160425;0100;88;,
160425;0200;88,0833;
160425;0300;88,5833;
160425;0400;88,9091;
160425;0500;89;,
160425;0600;89;,
160425;0700;89;,
160425;0800;87,9167;
160425;0900;83,25;
160425;1000;73,9166;
160425;1100;62,25;
160425;1200;55,25;
160425;1300;50,5;
160425;1400;43,75;
160425;1500;42,8333;
160425;1600;42,75;
160425;1700;44,0833;
160425;1800;53,3333;
160425;1900;64,4166;
160425;2000;73,0833;
160425;2100;78,6666;
160425;2200;79,75;
160425;2300;82,0833;
160426;0000;82,5;
160426;0100;83,5;
160426;0200;84;,
160426;0300;84,3333;
160426;0400;84;,
160426;0500;84,0833;
160426;0600;84;,
160426;0700;83,1667;
160426;0800;76,5833;
160426;0900;51,1667;
160426;1000;38;,
160426;1100;30,3333;
160426;1200;22,75;
160426;1300;14,9167;
160426;1400;16,8333;
160426;1500;17,75;
160426;1600;15,4167;
160426;1700;23;,
160426;1800;35,4167;
160426;1900;52,8333;
160426;2000;60;,
160426;2100;62,0833;
160426;2200;64,25;
160426;2300;64,9166;
160427;0000;65,75;
160427;0100;67,5833;
160427;0200;68,4166;
160427;0300;67,5833;
160427;0400;66,1666;
160427;0500;66,6666;
160427;0600;69,25;
160427;0700;67,8333;
160427;0800;61,0833;
160427;0900;53,1667;
160427;1000;37;,
160427;1100;31,9167;
160427;1200;31;,
160427;1300;26,5833;
160427;1400;19,5;
160427;1500;22;,
160427;1600;24,0833;
160427;1700;32,6667;
160427;1800;46,75;
160427;1900;45,8333;
160427;2000;49,3333;
160427;2100;60,6667;
160427;2200;65,1666;
160427;2300;67,25;
160428;0000;67,9166;
160428;0100;61,0833;
160428;0200;60,3333;
160428;0300;63,5;
160428;0400;67,9166;
160428;0500;69,5;
160428;0600;70;,
160428;0700;69,8333;
160428;0800;68,75;
160428;0900;62,8333;
160428;1000;55;,
160428;1100;44,0833;
160428;1200;39,25;
160428;1300;39,5;
160428;1400;41,0833;
160428;1500;48,25;
160428;1600;55,6667;
160428;1700;58,5;
160428;1800;62,0833;
160428;1900;65;,
160428;2000;71,0833;
160428;2100;73,9166;
160428;2200;74,3333;
160428;2300;76,0833;
160429;0000;76,6666;
160429;0100;75,75;
160429;0200;73,75;
160429;0300;74,6666;
160429;0400;75,5;
160429;0500;77,25;
160429;0600;79;,
160429;0700;79;,
160429;0800;77,5833;
160429;0900;68,5;
160429;1000;51,4167;
160429;1100;43,0833;
160429;1200;36,4167;
160429;1300;33,5833;
160429;1400;32,9167;
160429;1500;27,25;
160429;1600;26,5833;
160429;1700;33,0833;
160429;1800;43,75;
160429;1900;55,9167;
160429;2000;62,4167;
160429;2100;65,5833;
160429;2200;68,5833;
160429;2300;69,25;
160430;0000;71,6666;
160430;0100;73,0833;
160430;0200;74,1666;
160430;0300;73,9166;
160430;0400;74;,
160430;0500;76;,
160430;0600;77,25;
160430;0700;77,5833;
160430;0800;71,5833;
160430;0900;50,6667;
160430;1000;38,25;
160430;1100;32,6667;
160430;1200;27,5833;
160430;1300;23,25;
160430;1400;21,25;
160430;1500;23,9167;
160430;1600;30,8333;
160430;1700;35,3333;
160430;1800;38,0833;
160430;1900;47;,
160430;2000;54,9167;
160430;2100;59,6667;
160430;2200;61,3333;
160430;2300;65,75;
160501;0000;65,75;
160501;0100;65,9166;
160501;0200;61,6667;
160501;0300;59,9167;
160501;0400;69,4166;
160501;0500;72,4166;
160501;0600;76,0833;
160501;0700;78,5833;
160501;0800;81,0833;
160501;0900;79,75;
160501;1000;68,25;
160501;1100;59;,
160501;1200;55,4167;
160501;1300;54,6667;
160501;1400;54,75;
160501;1500;60,9167;
160501;1600;66,1666;
160501;1700;74,6666;
160501;1800;76;,
160501;1900;77,5;
160501;2000;78,4166;
160501;2100;81,75;
160501;2200;82,3333;
160501;2300;81,8333;
160502;0000;82,4167;
160502;0100;83,75;
160502;0200;83,5;
160502;0300;83,75;
160502;0400;81,9166;
160502;0500;78,1666;
160502;0600;78,8333;
160502;0700;80,5833;
160502;0800;79,5;
160502;0900;74,4166;
160502;1000;67,1666;
160502;1100;53;,
160502;1200;41,4167;
160502;1300;40,25;
160502;1400;44,5;
160502;1500;50,9167;
160502;1600;64,0833;
160502;1700;67,4166;
160502;1800;68,8333;
160502;1900;70,4166;
160502;2000;66,5833;
160502;2100;68;,
160502;2200;70,6666;
160502;2300;71,8333;
160503;0000;77,4166;
160503;0100;79,9166;
160503;0200;79,8333;
160503;0300;81,25;
160503;0400;82,6666;
160503;0500;83;,
160503;0600;81,4166;
160503;0700;80,6667;
160503;0800;77,3333;
160503;0900;61,75;
160503;1000;50,4167;
160503;1100;44,25;
160503;1200;39,8333;
160503;1300;38;,
160503;1400;34,5833;
160503;1500;33,0833;
160503;1600;32,6667;
160503;1700;43;,
160503;1800;52,25;
160503;1900;62,5833;
160503;2000;65,9166;
160503;2100;69,4166;
160503;2200;73,4166;
160503;2300;76,25;
160504;0000;77;,
160504;0100;78,0833;
160504;0200;78,1666;
160504;0300;79,75;
160504;0400;80,6667;
160504;0500;81,5;
160504;0600;82;,
160504;0700;82;,
160504;0800;80,25;
160504;0900;70,1666;
160504;1000;60,5833;
160504;1100;58,4167;
160504;1200;53,25;
160504;1300;48,6667;
160504;1400;53,75;
160504;1500;52;,
160504;1600;56,3333;
160504;1700;63,8333;
160504;1800;65,25;
160504;1900;69,5833;
160504;2000;73,5833;
160504;2100;84,6666;
160504;2200;87,25;
160504;2300;87,3333;
160505;0000;87,9166;
160505;0100;88,8333;
160505;0200;89,5;
160505;0300;90;,
160505;0400;90,5;
160505;0500;91;,
160505;0600;91;,
160505;0700;90,5833;
160505;0800;89,75;
160505;0900;87,25;
160505;1000;84,1666;
160505;1100;86,9166;
160505;1200;86,5833;
160505;1300;79,1666;
160505;1400;79,6666;
160505;1500;78,8333;
160505;1600;77,3333;
160505;1700;78,1666;
160505;1800;76,9166;
160505;1900;78,5;
160505;2000;80,4166;
160505;2100;78,25;
160505;2200;79;,
160505;2300;79;,
160506;0000;79;,
160506;0100;79,4167;
160506;0200;82,5;
160506;0300;85,25;
160506;0400;86,0833;
160506;0500;87,3333;
160506;0600;88;,
160506;0700;88;,
160506;0800;87,9167;
160506;0900;85,25;
160506;1000;75,75;
160506;1100;66,5;
160506;1200;61,0833;
160506;1300;60,25;
160506;1400;61,4167;
160506;1500;62,8333;
160506;1600;67,5833;
160506;1700;71;,
160506;1800;73,0833;
160506;1900;77,25;
160506;2000;80,3333;
160506;2100;83;,
160506;2200;84,75;
160506;2300;85,4167;
160507;0000;86,25;
160507;0100;87;,
160507;0200;87,6667;
160507;0300;88;,
160507;0400;88;,
160507;0500;87,8333;
160507;0600;86,9166;
160507;0700;85,6666;
160507;0800;84,4166;
160507;0900;78,25;
160507;1000;72,1666;
160507;1100;63,9167;
160507;1200;56,5;
160507;1300;52,25;
160507;1400;57;,
160507;1500;56,25;
160507;1600;53,4167;
160507;1700;60,1667;
160507;1800;76,25;
160507;1900;80,6666;
160507;2000;84,25;
160507;2100;85;,
160507;2200;85;,
160507;2300;85,8333;
160508;0000;86;,
160508;0100;85,25;
160508;0200;85;,
160508;0300;85,0833;
160508;0400;86;,
160508;0500;86,4167;
160508;0600;87;,
160508;0700;87;,
160508;0800;86,5833;
160508;0900;84,6666;
160508;1000;81,5;
160508;1100;75,1666;
160508;1200;65,0833;
160508;1300;61,3333;
160508;1400;60,3333;
160508;1500;60,75;
160508;1600;62,6667;
160508;1700;67,25;
160508;1800;73,4166;
160508;1900;76,9166;
160508;2000;81,25;
160508;2100;83,5;
160508;2200;85,0833;
160508;2300;86,0833;
160509;0000;86,9166;
160509;0100;87;,
160509;0200;87,1667;
160509;0300;87,6666;
160509;0400;88;,
160509;0500;88;,
160509;0600;88;,
160509;0700;88;,
160509;0800;85;,
160509;0900;76;,
160509;1000;66,25;
160509;1100;63,3333;
160509;1200;55,9167;
160509;1300;52,25;
160509;1400;47,1667;
160509;1500;43,75;
160509;1600;51,8333;
160509;1700;57,8333;
160509;1800;63,3333;
160509;1900;68;,
160509;2000;72,3333;
160509;2100;75,75;
160509;2200;78,0833;
160509;2300;80,5833;
160510;0000;83,9166;
160510;0100;85,9166;
160510;0200;87;,
160510;0300;87;,
160510;0400;87,6667;
160510;0500;88;,
160510;0600;88;,
160510;0700;88,5;
160510;0800;88,75;
160510;0900;87,5833;
160510;1000;83,4166;
160510;1100;77,6666;
160510;1200;74,4166;
160510;1300;68,3333;
160510;1400;67,8333;
160510;1500;69,5;
160510;1600;71,5;
160510;1700;75,0833;
160510;1800;77,5833;
160510;1900;79,25;
160510;2000;82,6666;
160510;2100;84,75;
160510;2200;85,75;
160510;2300;85,6667;
160511;0000;84,6666;
160511;0100;84,8333;
160511;0200;84,75;
160511;0300;85,75;
160511;0400;81,8333;
160511;0500;69;,
160511;0600;77,75;
160511;0700;81,5833;
160511;0800;80,5;
160511;0900;69;,
160511;1000;63,9167;
160511;1100;67,3333;
160511;1200;71,4166;
160511;1300;76,25;
160511;1400;81;,
160511;1500;81,5;
160511;1600;72,9166;
160511;1700;68,0833;
160511;1800;70,9166;
160511;1900;77,5833;
160511;2000;80,75;
160511;2100;83,0833;
160511;2200;83,5;
160511;2300;84,75;
160512;0000;86,25;
160512;0100;87;,
160512;0200;87;,
160512;0300;87;,
160512;0400;87;,
160512;0500;87;,
160512;0600;86,9167;
160512;0700;86,25;
160512;0800;84,3333;
160512;0900;80,6666;
160512;1000;70,0833;
160512;1100;57,25;
160512;1200;49,3333;
160512;1300;45,75;
160512;1400;43,8333;
160512;1500;48,1667;
160512;1600;47,5833;
160512;1700;55,3333;
160512;1800;65,6666;
160512;1900;72,1666;
160512;2000;73,9166;
160512;2100;70,4166;
160512;2200;74,25;
160512;2300;75,0833;
160513;0000;75,4166;
160513;0100;78,5833;
160513;0200;79,75;
160513;0300;81,5;
160513;0400;79,8333;
160513;0500;78,8333;
160513;0600;79,4166;
160513;0700;77,5;
160513;0800;73,5833;
160513;0900;71,3333;
160513;1000;64,5833;
160513;1100;56,1667;
160513;1200;50,9167;
160513;1300;48,0833;
160513;1400;49;,
160513;1500;46,8333;
160513;1600;47,3333;
160513;1700;55,1667;
160513;1800;63,9167;
160513;1900;67,75;
160513;2000;72,6666;
160513;2100;75,0833;
160513;2200;77,75;
160513;2300;78,9166;
160514;0000;78,9166;
160514;0100;79,1667;
160514;0200;79,75;
160514;0300;80,3333;
160514;0400;80,5;
160514;0500;78,1666;
160514;0600;77,8333;
160514;0700;78,25;
160514;0800;76,75;
160514;0900;70,0833;
160514;1000;63,3333;
160514;1100;73,8333;
160514;1200;79,5833;
160514;1300;70,5833;
160514;1400;55,25;
160514;1500;51,5;
160514;1600;56,6667;
160514;1700;60,1667;
160514;1800;64,8333;
160514;1900;67,6666;
160514;2000;71,25;
160514;2100;73,25;
160514;2200;75,5;
160514;2300;77,4166;
160515;0000;78,6666;
160515;0100;79,25;
160515;0200;80;,
160515;0300;80,0833;
160515;0400;81,4166;
160515;0500;81,75;
160515;0600;82,75;
160515;0700;84;,
160515;0800;81;,
160515;0900;62,8333;
160515;1000;53,4167;
160515;1100;48,9167;
160515;1200;44,1667;
160515;1300;42,5833;
160515;1400;44,75;
160515;1500;47,3333;
160515;1600;49,6667;
160515;1700;55,75;
160515;1800;64,0833;
160515;1900;70,8333;
160515;2000;74,4166;
160515;2100;76,8333;
160515;2200;78,3333;
160515;2300;80,5;
160516;0000;80,1666;
160516;0100;81;,
160516;0200;81,4166;
160516;0300;81,9166;
160516;0400;82,5;
160516;0500;82,25;
160516;0600;83;,
160516;0700;83;,
160516;0800;80,9167;
160516;0900;73,75;
160516;1000;63,0833;
160516;1100;54,4167;
160516;1200;50;,
160516;1300;47,3333;
160516;1400;42,5;
160516;1500;40,4167;
160516;1600;43,5;
160516;1700;50,5833;
160516;1800;55,6667;
160516;1900;62,5;
160516;2000;69,5833;
160516;2100;74;,
160516;2200;75,5833;
160516;2300;76,75;
160517;0000;77,8333;
160517;0100;78,75;
160517;0200;80,5;
160517;0300;81,8333;
160517;0400;82,4166;
160517;0500;82;,
160517;0600;82,3333;
160517;0700;82,3333;
160517;0800;81,25;
160517;0900;81;,
160517;1000;78;,
160517;1100;68,5;
160517;1200;61,5833;
160517;1300;51,9167;
160517;1400;50,5833;
160517;1500;58,25;
160517;1600;60,8333;
160517;1700;67,6666;
160517;1800;73,6666;
160517;1900;79,4166;
160517;2000;82,1666;
160517;2100;83,6666;
160517;2200;85;,
160517;2300;85,9167;
160518;0000;86,0833;
160518;0100;87;,
160518;0200;87;,
160518;0300;87,0833;
160518;0400;88,9166;
160518;0500;90;,
160518;0600;90,9167;
160518;0700;91;,
160518;0800;91;,
160518;0900;91;,
160518;1000;91;,
160518;1100;91;,
160518;1200;91;,
160518;1300;90,5833;
160518;1400;87,0833;
160518;1500;83,9166;
160518;1600;81,8333;
160518;1700;82;,
160518;1800;82,9167;
160518;1900;84,75;
160518;2000;83,6666;
160518;2100;83;,
160518;2200;83;,
160518;2300;84,25;
160519;0000;85,75;
160519;0100;87;,
160519;0200;87;,
160519;0300;88;,
160519;0400;87,5833;
160519;0500;88;,
160519;0600;88;,
160519;0700;89;,
160519;0800;88,8333;
160519;0900;86,1666;
160519;1000;83,5833;
160519;1100;76,0833;
160519;1200;70,0833;
160519;1300;63,5833;
160519;1400;58,8333;
160519;1500;61,0833;
160519;1600;64,6666;
160519;1700;68,0833;
160519;1800;72,6666;
160519;1900;78,1666;
160519;2000;81,1666;
160519;2100;82,8333;
160519;2200;84,4166;
160519;2300;85,0833;
160520;0000;86;,
160520;0100;86,1667;
160520;0200;86,9166;
160520;0300;86,9166;
160520;0400;87;,
160520;0500;87,9167;
160520;0600;88;,
160520;0700;88,4167;
160520;0800;89;,
160520;0900;88;,
160520;1000;81,4166;
160520;1100;72;,
160520;1200;69,75;
160520;1300;67;,
160520;1400;65,4166;
160520;1500;64;,
160520;1600;65,8333;
160520;1700;72,4166;
160520;1800;75;,
160520;1900;75,8333;
160520;2000;78,3333;
160520;2100;84;,
160520;2200;86,5833;
160520;2300;87,6666;
160521;0000;88,4167;
160521;0100;89;,
160521;0200;89,0833;
160521;0300;89,75;
160521;0400;90,1667;
160521;0500;91;,
160521;0600;91;,
160521;0700;91;,
160521;0800;90,9167;
160521;0900;88,5;
160521;1000;81,3333;
160521;1100;70,75;
160521;1200;63,3333;
160521;1300;65,0833;
160521;1400;77;,
160521;1500;70;,
160521;1600;64;,
160521;1700;65,75;
160521;1800;74,75;
160521;1900;81,5;
160521;2000;83,8333;
160521;2100;85,1666;
160521;2200;86;,
160521;2300;86;,
160522;0000;86,9167;
160522;0100;87;,
160522;0200;87;,
160522;0300;87;,
160522;0400;87,4167;
160522;0500;88;,
160522;0600;88;,
160522;0700;87,6667;
160522;0800;85,6666;
160522;0900;74,6666;
160522;1000;59;,
160522;1100;47,9167;
160522;1200;36,8333;
160522;1300;27,25;
160522;1400;24,75;
160522;1500;25,1667;
160522;1600;25,6667;
160522;1700;35,6667;
160522;1800;54,5833;
160522;1900;62,25;
160522;2000;67,1666;
160522;2100;69,3333;
160522;2200;68,9166;
160522;2300;68;,
160523;0000;68,0833;
160523;0100;65,3333;
160523;0200;63,5;
160523;0300;65,25;
160523;0400;63,3333;
160523;0500;64,25;
160523;0600;61,1667;
160523;0700;60;,
160523;0800;54,9167;
160523;0900;51;,
160523;1000;42;,
160523;1100;31,5833;
160523;1200;26,5;
160523;1300;27,9167;
160523;1400;20,75;
160523;1500;22,8333;
160523;1600;27,75;
160523;1700;33,1667;
160523;1800;43,25;
160523;1900;57,25;
160523;2000;61;,
160523;2100;64,1666;
160523;2200;64,5833;
160523;2300;66,0833;
160524;0000;69;,
160524;0100;69,1666;
160524;0200;71,5;
160524;0300;71;,
160524;0400;71;,
160524;0500;71;,
160524;0600;72,75;
160524;0700;73,1666;
160524;0800;69,5833;
160524;0900;63,1667;
160524;1000;54,5833;
160524;1100;50,75;
160524;1200;45,3333;
160524;1300;39,25;
160524;1400;37,0833;
160524;1500;40;,
160524;1600;53,4167;
160524;1700;59,0833;
160524;1800;65,1666;
160524;1900;69,75;
160524;2000;73,3333;
160524;2100;72,9166;
160524;2200;73,5833;
160524;2300;74,5;
160525;0000;74,8333;
160525;0100;77;,
160525;0200;75,9167;
160525;0300;74,8333;
160525;0400;76,75;
160525;0500;76,5;
160525;0600;76;,
160525;0700;75,3333;
160525;0800;72,3333;
160525;0900;57,0833;
160525;1000;44,1667;
160525;1100;33,1667;
160525;1200;34,9167;
160525;1300;38,5;
160525;1400;40,4167;
160525;1500;46;,
160525;1600;46;,
160525;1700;53,8333;
160525;1800;64;,
160525;1900;68,9166;
160525;2000;73,1666;
160525;2100;75,9166;
160525;2200;79,1666;
160525;2300;80,75;
160526;0000;81,1667;
160526;0100;82,3333;
160526;0200;82;,
160526;0300;83,25;
160526;0400;84;,
160526;0500;84,5;
160526;0600;85;,
160526;0700;85,0833;
160526;0800;84,1666;
160526;0900;80,0833;
160526;1000;68,5833;
160526;1100;64,5;
160526;1200;60,5;
160526;1300;58,8333;
160526;1400;57,5;
160526;1500;58,5833;
160526;1600;60,8333;
160526;1700;66,8333;
160526;1800;71,0833;
160526;1900;74,6666;
160526;2000;76;,
160526;2100;76,6667;
160526;2200;78,4166;
160526;2300;80,75;
160527;0000;81,5833;
160527;0100;82,5;
160527;0200;83,6666;
160527;0300;84;,
160527;0400;85,0833;
160527;0500;86;,
160527;0600;86,0833;
160527;0700;86,1666;
160527;0800;84,4166;
160527;0900;73,5833;
160527;1000;64,3333;
160527;1100;57,5;
160527;1200;51,8333;
160527;1300;43,8333;
160527;1400;44,1667;
160527;1500;52,75;
160527;1600;59,1667;
160527;1700;64,4166;
160527;1800;66;,
160527;1900;67,0833;
160527;2000;72;,
160527;2100;75,25;
160527;2200;78,5;
160527;2300;81,1666;
160528;0000;82,75;
160528;0100;83,6667;
160528;0200;84,3333;
160528;0300;84,75;
160528;0400;85,0833;
160528;0500;85,9166;
160528;0600;86,25;
160528;0700;87,1666;
160528;0800;86,5833;
160528;0900;81,5833;
160528;1000;71,5;
160528;1100;67,3333;
160528;1200;62,75;
160528;1300;60,5;
160528;1400;58;,
160528;1500;64,3333;
160528;1600;68,8333;
160528;1700;73,25;
160528;1800;78,0833;
160528;1900;81,1666;
160528;2000;84,9166;
160528;2100;84,9166;
160528;2200;85,3333;
160528;2300;86,5833;
160529;0000;84,75;
160529;0100;86,6666;
160529;0200;88,5833;
160529;0300;89,75;
160529;0400;90,5833;
160529;0500;91;,
160529;0600;91;,
160529;0700;91,1667;
160529;0800;91,3333;
160529;0900;91,0833;
160529;1000;90,9167;
160529;1100;88,75;
160529;1200;82,5;
160529;1300;68,4166;
160529;1400;79,6666;
160529;1500;85,6666;
160529;1600;86,5;
160529;1700;88,0833;
160529;1800;89;,
160529;1900;90;,
160529;2000;90;,
160529;2100;89,0833;
160529;2200;89;,
160529;2300;90;,
160530;0000;90;,
160530;0100;90;,
160530;0200;90,5;
160530;0300;91;,
160530;0400;91;,
160530;0500;91;,
160530;0600;91,9166;
160530;0700;92;,
160530;0800;91,5;
160530;0900;90,5;
160530;1000;88,8333;
160530;1100;83,5;
160530;1200;69,8333;
160530;1300;62,5;
160530;1400;58,0833;
160530;1500;57,4167;
160530;1600;60,6667;
160530;1700;63,9167;
160530;1800;72,6666;
160530;1900;75,4166;
160530;2000;81,1666;
160530;2100;82,3333;
160530;2200;81,5833;
160530;2300;83,25;
160531;0000;85,4166;
160531;0100;86,9166;
160531;0200;87,5833;
160531;0300;88;,
160531;0400;88;,
160531;0500;88;,
160531;0600;88;,
160531;0700;87,8333;
160531;0800;86,9091;
160531;0900;83,75;
160531;1000;74,1666;
160531;1100;73,25;
160531;1200;68,3333;
160531;1300;67,0833;
160531;1400;63,9167;
160531;1500;66,5;
160531;1600;66,5833;
160531;1700;69,0833;
160531;1800;74,8333;
160531;1900;78,0833;
160531;2000;78,8333;
160531;2100;77,8333;
160531;2200;78;,
160531;2300;79;,
160601;0000;79,5;
160601;0100;81,9166;
160601;0200;83,5833;
160601;0300;84;,
160601;0400;84,0833;
160601;0500;84,9166;
160601;0600;86,5833;
160601;0700;87,1667;
160601;0800;87;,
160601;0900;84,75;
160601;1000;72,0833;
160601;1100;60,5833;
160601;1200;50,5833;
160601;1300;50,25;
160601;1400;51;,
160601;1500;49,9167;
160601;1600;54,6667;
160601;1700;62,0833;
160601;1800;66,3333;
160601;1900;68,6666;
160601;2000;71,3333;
160601;2100;75,5;
160601;2200;77,3333;
160601;2300;79,6666;
160602;0000;80,6667;
160602;0100;82;,
160602;0200;83;,
160602;0300;83;,
160602;0400;83,5;
160602;0500;84;,
160602;0600;84;,
160602;0700;84,6666;
160602;0800;83,25;
160602;0900;78,8333;
160602;1000;71,4166;
160602;1100;70,9167;
160602;1200;72,25;
160602;1300;72,8333;
160602;1400;78;,
160602;1500;81,25;
160602;1600;83,5833;
160602;1700;85,25;
160602;1800;87,5;
160602;1900;88,0833;
160602;2000;89;,
160602;2100;89;,
160602;2200;89;,
160602;2300;89,6667;
160603;0000;90;,
160603;0100;90;,
160603;0200;90;,
160603;0300;90,25;
160603;0400;90,8333;
160603;0500;90,75;
160603;0600;91;,
160603;0700;91;,
160603;0800;91;,
160603;0900;90,9167;
160603;1000;90,9167;
160603;1100;90,1666;
160603;1200;89;,
160603;1300;89;,
160603;1400;89,1667;
160603;1500;89;,
160603;1600;88,1667;
160603;1700;87,4167;
160603;1800;87,0833;
160603;1900;87;,
160603;2000;88,25;
160603;2100;89;,
160603;2200;89;,
160603;2300;89;,
160604;0000;89,0833;
160604;0100;89,3333;
160604;0200;89,9166;
160604;0300;90;,
160604;0400;89,8333;
160604;0500;89;,
160604;0600;89;,
160604;0700;89,25;
160604;0800;89,3333;
160604;0900;88;,
160604;1000;82,1666;
160604;1100;70,5;
160604;1200;66,5833;
160604;1300;60,5;
160604;1400;53,8333;
160604;1500;60,4167;
160604;1600;63,8333;
160604;1700;71,25;
160604;1800;76,3333;
160604;1900;78,3333;
160604;2000;79,5833;
160604;2100;80,5;
160604;2200;82,5;
160604;2300;84,8333;
160605;0000;86,6666;
160605;0100;87,5833;
160605;0200;88;,
160605;0300;88,6667;
160605;0400;89;,
160605;0500;89;,
160605;0600;89;,
160605;0700;88,6667;
160605;0800;88,75;
160605;0900;87,6666;
160605;1000;83,1666;
160605;1100;74,4166;
160605;1200;66,5833;
160605;1300;59,5833;
160605;1400;58,1667;
160605;1500;55,25;
160605;1600;57,8333;
160605;1700;63,4167;
160605;1800;71,75;
160605;1900;78,75;
160605;2000;82,1666;
160605;2100;82,4166;
160605;2200;83,9166;
160605;2300;84,0833;
160606;0000;85,4166;
160606;0100;86;,
160606;0200;86,5833;
160606;0300;86,9166;
160606;0400;86,8333;
160606;0500;86,6666;
160606;0600;87;,
160606;0700;87;,
160606;0800;86,1667;
160606;0900;81;,
160606;1000;72,0833;
160606;1100;66,0833;
160606;1200;58,25;
160606;1300;52;,
160606;1400;45,5833;
160606;1500;43,75;
160606;1600;40,1667;
160606;1700;42,6667;
160606;1800;55,5;
160606;1900;66,25;
160606;2000;71,3333;
160606;2100;74,25;
160606;2200;75,75;
160606;2300;78,0833;
