FECHA (YYMMDD);HORA (HHMM);;,
150728;1200;80,8333;
150728;1300;78,4166;
150728;1400;76,5;
150728;1500;76,1667;
150728;1600;79,0833;
150728;1700;81,75;
150728;1800;84,5;
150728;1900;85,9166;
150728;2000;87;,
150728;2100;87,6667;
150728;2200;88,25;
150728;2300;88,1666;
150729;0000;88,5833;
150729;0100;88,75;
150729;0200;88,8333;
150729;0300;88,5;
150729;0400;88;,
150729;0500;88,0833;
150729;0600;88,0833;
150729;0700;87,75;
150729;0800;86,3333;
150729;0900;82,8333;
150729;1000;69,75;
150729;1100;53,1667;
150729;1200;48;,
150729;1300;39,8333;
150729;1400;35,4167;
150729;1500;24,0833;
150729;1600;24,5;
150729;1700;31,5;
150729;1800;38,6667;
150729;1900;46,3333;
150729;2000;55,0833;
150729;2100;59,5;
150729;2200;63,25;
150729;2300;65,5833;
150730;0000;66,75;
150730;0100;68,5;
150730;0200;68,8333;
150730;0300;70,9166;
150730;0400;72,0833;
150730;0500;73,1666;
150730;0600;74,4166;
150730;0700;74,75;
150730;0800;71,6666;
150730;0900;59,6667;
150730;1000;38,6667;
150730;1100;37,6667;
150730;1200;34,5;
150730;1300;34,4167;
150730;1400;33,25;
150730;1500;35,25;
150730;1600;37,4167;
150730;1700;44,4167;
150730;1800;64,9166;
150730;1900;75,4166;
150730;2000;75,5;
150730;2100;81,9166;
150730;2200;86,5;
150730;2300;87,75;
150731;0000;88,75;
150731;0100;88,25;
150731;0200;86,5;
150731;0300;87,0833;
150731;0400;88,3333;
150731;0500;89;,
150731;0600;89,25;
150731;0700;89,75;
150731;0800;88,75;
150731;0900;84,3333;
150731;1000;76,0833;
150731;1100;66,5;
150731;1200;61,5;
150731;1300;61,6667;
150731;1400;61,5833;
150731;1500;59,6667;
150731;1600;59,25;
150731;1700;64,25;
150731;1800;74,6666;
150731;1900;77,5;
150731;2000;78;,
150731;2100;79,3333;
150731;2200;80;,
150731;2300;80;,
150801;0000;80;,
150801;0100;80;,
150801;0200;81;,
150801;0300;81,5;
150801;0400;82,25;
150801;0500;83,0833;
150801;0600;83,8333;
150801;0700;83,9167;
150801;0800;83,0833;
150801;0900;83,5;
150801;1000;81,6666;
150801;1100;77,6666;
150801;1200;74,25;
150801;1300;72,5833;
150801;1400;73;,
150801;1500;71,5833;
150801;1600;71,1667;
150801;1700;73,3333;
150801;1800;75,25;
150801;1900;76,5833;
150801;2000;70,5833;
150801;2100;72,6666;
150801;2200;74,0833;
150801;2300;76,9166;
150802;0000;78;,
150802;0100;82,1666;
150802;0200;85,8333;
150802;0300;87;,
150802;0400;86,8333;
150802;0500;87;,
150802;0600;88;,
150802;0700;88,8333;
150802;0800;89,5;
150802;0900;89,5833;
150802;1000;89;,
150802;1100;89;,
150802;1200;87,75;
150802;1300;83,9166;
150802;1400;82,8333;
150802;1500;82,6667;
150802;1600;81,6666;
150802;1700;82,3333;
150802;1800;84;,
150802;1900;85,4166;
150802;2000;86,6666;
150802;2100;87,5833;
150802;2200;88;,
150802;2300;88,3333;
150803;0000;89;,
150803;0100;89,3333;
150803;0200;90;,
150803;0300;90;,
150803;0400;90;,
150803;0500;90;,
150803;0600;91;,
150803;0700;91;,
150803;0800;91;,
150803;0900;90,25;
150803;1000;86,8333;
150803;1100;79,5833;
150803;1200;69,5833;
150803;1300;60,0833;
150803;1400;59,75;
150803;1500;60,9167;
150803;1600;60,5833;
150803;1700;62,5;
150803;1800;68,6666;
150803;1900;72,1666;
150803;2000;76,3333;
150803;2100;77,75;
150803;2200;76,75;
150803;2300;76,5833;
150804;0000;73;,
150804;0100;73,75;
150804;0200;72,75;
150804;0300;72,75;
150804;0400;73,1666;
150804;0500;70,25;
150804;0600;67,5;
150804;0700;67,25;
150804;0800;64,5;
150804;0900;44,9167;
150804;1000;34;,
150804;1100;19,25;
150804;1200;15,8333;
150804;1300;17,25;
150804;1400;18,6667;
150804;1500;21,4167;
150804;1600;33,25;
150804;1700;37,3333;
150804;1800;36,3333;
150804;1900;34,0833;
150804;2000;37,25;
150804;2100;39,75;
150804;2200;45;,
150804;2300;49,8333;
150805;0000;48,75;
150805;0100;50,5833;
150805;0200;49,9167;
150805;0300;48,3333;
150805;0400;42,5833;
150805;0500;52,5833;
150805;0600;53,4167;
150805;0700;51,9167;
150805;0800;48,75;
150805;0900;51,8333;
150805;1000;46,4167;
150805;1100;41,6667;
150805;1200;57,8333;
150805;1300;70,9166;
150805;1400;79,0833;
150805;1500;82,25;
150805;1600;82,6666;
150805;1700;76,1666;
150805;1800;74,25;
150805;1900;73,9166;
150805;2000;81,9166;
150805;2100;84,4166;
150805;2200;87,4166;
150805;2300;88;,
150806;0000;88,4167;
150806;0100;89,3333;
150806;0200;90;,
150806;0300;90,1667;
150806;0400;91;,
150806;0500;91;,
150806;0600;91;,
150806;0700;91,4167;
150806;0800;92;,
150806;0900;91,8333;
150806;1000;87,6666;
150806;1100;82,8333;
150806;1200;81,1666;
150806;1300;76,4166;
150806;1400;80;,
150806;1500;84,5;
150806;1600;87,1666;
150806;1700;88,4166;
150806;1800;88;,
150806;1900;88,1667;
150806;2000;88,5;
150806;2100;87;,
150806;2200;88,1667;
150806;2300;89,3333;
150807;0000;90;,
150807;0100;90;,
150807;0200;90;,
150807;0300;90;,
150807;0400;90;,
150807;0500;90,0833;
150807;0600;90,1666;
150807;0700;90,5;
150807;0800;90;,
150807;0900;88,5;
150807;1000;86,8333;
150807;1100;85,6666;
150807;1200;85,5;
150807;1300;73,4166;
150807;1400;65,75;
150807;1500;71,3333;
150807;1600;71,0833;
150807;1700;78,5833;
150807;1800;84,5;
150807;1900;86,5833;
150807;2000;87,5833;
150807;2100;88,5833;
150807;2200;89;,
150807;2300;89;,
150808;0000;89,75;
150808;0100;90;,
150808;0200;90;,
150808;0300;90;,
150808;0400;90,5833;
150808;0500;89,6666;
150808;0600;88,5;
150808;0700;88,3333;
150808;0800;86,25;
150808;0900;86,6666;
150808;1000;87;,
150808;1100;85,25;
150808;1200;68,1666;
150808;1300;54,9167;
150808;1400;45,75;
150808;1500;35,5;
150808;1600;37,9167;
150808;1700;41,1667;
150808;1800;46,8333;
150808;1900;47,8333;
150808;2000;47,1667;
150808;2100;52,1667;
150808;2200;55,75;
150808;2300;57,3333;
150809;0000;64;,
150809;0100;65,4166;
150809;0200;68,6666;
150809;0300;72,5;
150809;0400;76,3333;
150809;0500;76,6666;
150809;0600;78,75;
150809;0700;79,9167;
150809;0800;80,1666;
150809;0900;77,4166;
150809;1000;72,5;
150809;1100;70;,
150809;1200;72,75;
150809;1300;72,1666;
150809;1400;69,9166;
150809;1500;71,1666;
150809;1600;83,75;
150809;1700;87;,
150809;1800;84,8333;
150809;1900;83;,
150809;2000;83,8333;
150809;2100;83,4166;
150809;2200;85,1666;
150809;2300;86;,
150810;0000;86,75;
150810;0100;88,5;
150810;0200;88,5833;
150810;0300;87,8333;
150810;0400;87,9166;
150810;0500;88;,
150810;0600;88;,
150810;0700;88,4167;
150810;0800;88,3333;
150810;0900;87,25;
150810;1000;83,4166;
150810;1100;76;,
150810;1200;77,1666;
150810;1300;71,0833;
150810;1400;68,5833;
150810;1500;65,75;
150810;1600;66;,
150810;1700;71;,
150810;1800;75,1666;
150810;1900;76,0833;
150810;2000;80,1666;
150810;2100;82,8333;
150810;2200;85,0833;
150810;2300;86,3333;
150811;0000;87,4166;
150811;0100;88,0833;
150811;0200;88,75;
150811;0300;89;,
150811;0400;89;,
150811;0500;89;,
150811;0600;89,4167;
150811;0700;90;,
150811;0800;89;,
150811;0900;86,5833;
150811;1000;77,3333;
150811;1100;69,3333;
150811;1200;62,8333;
150811;1300;57,6667;
150811;1400;54,5833;
150811;1500;53,4167;
150811;1600;52;,
150811;1700;54,75;
150811;1800;62,75;
150811;1900;69,3333;
150811;2000;73,6666;
150811;2100;78,3333;
150811;2200;80,5;
150811;2300;83,3333;
150812;0000;84;,
150812;0100;84,3333;
150812;0200;85;,
150812;0300;85,8333;
150812;0400;86,0833;
150812;0500;86,1666;
150812;0600;86;,
150812;0700;85,9167;
150812;0800;86,25;
150812;0900;87,6666;
150812;1000;88,1667;
150812;1100;89;,
150812;1200;88;,
150812;1300;86,1666;
150812;1400;77,5;
150812;1500;68,4166;
150812;1600;65,25;
150812;1700;65,25;
150812;1800;77,75;
150812;1900;83,3333;
150812;2000;83,9166;
150812;2100;86;,
150812;2200;87,5;
150812;2300;88;,
150813;0000;88,3333;
150813;0100;88,5;
150813;0200;89;,
150813;0300;89;,
150813;0400;89;,
150813;0500;89,0833;
150813;0600;89,75;
150813;0700;90,25;
150813;0800;91;,
150813;0900;91;,
150813;1000;89,8333;
150813;1100;84,5833;
150813;1200;68,8333;
150813;1300;63,0833;
150813;1400;57,0833;
150813;1500;53,6667;
150813;1600;57,6667;
150813;1700;61,5833;
150813;1800;68,0833;
150813;1900;72,0833;
150813;2000;77,3333;
150813;2100;80,6666;
150813;2200;82,9166;
150813;2300;84,1666;
150814;0000;85;,
150814;0100;85,75;
150814;0200;86;,
150814;0300;86,0833;
150814;0400;86;,
150814;0500;84,5;
150814;0600;82,25;
150814;0700;80,3333;
150814;0800;81,0833;
150814;0900;75,4166;
150814;1000;69,5;
150814;1100;60,75;
150814;1200;50,3333;
150814;1300;50,1667;
150814;1400;51,25;
150814;1500;56,1667;
150814;1600;56,75;
150814;1700;61;,
150814;1800;67,75;
150814;1900;73,0833;
150814;2000;76,3333;
150814;2100;78,3333;
150814;2200;80,25;
150814;2300;81,6666;
150815;0000;82,4167;
150815;0100;83,5;
150815;0200;84,3333;
150815;0300;85;,
150815;0400;85;,
150815;0500;85,6667;
150815;0600;86;,
150815;0700;85,5833;
150815;0800;84,4166;
150815;0900;81,75;
150815;1000;78,5;
150815;1100;75,5833;
150815;1200;71,4166;
150815;1300;68,75;
150815;1400;66,75;
150815;1500;66,3333;
150815;1600;69,6666;
150815;1700;69,9166;
150815;1800;74,3333;
150815;1900;76;,
150815;2000;76,8333;
150815;2100;78,9166;
150815;2200;80,8333;
150815;2300;83,1666;
150816;0000;85,3333;
150816;0100;86,9166;
150816;0200;87,1667;
150816;0300;87,3333;
150816;0400;87,5833;
150816;0500;88;,
150816;0600;87,6667;
150816;0700;88;,
150816;0800;87;,
150816;0900;80;,
150816;1000;65,6666;
150816;1100;57;,
150816;1200;48,4167;
150816;1300;43,1667;
150816;1400;41,6667;
150816;1500;38;,
150816;1600;42,4167;
150816;1700;48,5;
150816;1800;59,0833;
150816;1900;67,8333;
150816;2000;71,5;
150816;2100;74,3333;
150816;2200;77,0833;
150816;2300;78,75;
150817;0000;80,4166;
150817;0100;81;,
150817;0200;80,3333;
150817;0300;79,25;
150817;0400;79,8333;
150817;0500;79,75;
150817;0600;79;,
150817;0700;79;,
150817;0800;77,4166;
150817;0900;73,3333;
150817;1000;67,5;
150817;1100;61,1667;
150817;1200;54,3333;
150817;1300;50,75;
150817;1400;48;,
150817;1500;49,4167;
150817;1600;53,1667;
150817;1700;57,1667;
150817;1800;64,75;
150817;1900;69,6666;
150817;2000;73,9166;
150817;2100;77,25;
150817;2200;80;,
150817;2300;81,9166;
150818;0000;83,5;
150818;0100;84,5;
150818;0200;85;,
150818;0300;85,5;
150818;0400;86;,
150818;0500;86;,
150818;0600;86,5;
150818;0700;86,5833;
150818;0800;84,6666;
150818;0900;74,9166;
150818;1000;62,6667;
150818;1100;54,5833;
150818;1200;47,8333;
150818;1300;42;,
150818;1400;37,0833;
150818;1500;32,25;
150818;1600;35,0833;
150818;1700;40,8333;
150818;1800;49,5833;
150818;1900;57,9167;
150818;2000;68,4166;
150818;2100;70,4166;
150818;2200;73,8333;
150818;2300;76,25;
150819;0000;77,5833;
150819;0100;78,25;
150819;0200;79,4166;
150819;0300;80,3333;
150819;0400;80,1666;
150819;0500;80,25;
150819;0600;80,0833;
150819;0700;80;,
150819;0800;72,5833;
150819;0900;54,8333;
150819;1000;46;,
150819;1100;32,75;
150819;1200;24,8333;
150819;1300;19,6667;
150819;1400;18,3333;
150819;1500;27;,
150819;1600;36,3333;
150819;1700;45,5833;
150819;1800;56,3333;
150819;1900;65;,
150819;2000;68,6666;
150819;2100;73,1666;
150819;2200;75,4166;
150819;2300;79;,
150820;0000;80;,
150820;0100;78;,
150820;0200;78,0833;
150820;0300;79,4166;
150820;0400;76,25;
150820;0500;70;,
150820;0600;67,6666;
150820;0700;66,0833;
150820;0800;61,75;
150820;0900;50,75;
150820;1000;41,6667;
150820;1100;39;,
150820;1200;37,9167;
150820;1300;38,5833;
150820;1400;39,75;
150820;1500;49,9167;
150820;1600;53,9167;
150820;1700;58,5;
150820;1800;68,5833;
150820;1900;75,3333;
150820;2000;78,5;
150820;2100;79,75;
150820;2200;81,5;
150820;2300;82,6666;
150821;0000;84,8333;
150821;0100;88,1666;
150821;0200;89;,
150821;0300;89;,
150821;0400;88,3333;
150821;0500;88;,
150821;0600;87;,
150821;0700;86,5;
150821;0800;84,9166;
150821;0900;84;,
150821;1000;80,1666;
150821;1100;70,5833;
150821;1200;64,5;
150821;1300;57,75;
150821;1400;58;,
150821;1500;61,0833;
150821;1600;60,8333;
150821;1700;66,25;
150821;1800;71,8333;
150821;1900;70,8333;
150821;2000;69,75;
150821;2100;68,75;
150821;2200;79,8333;
150821;2300;76,1666;
150822;0000;70,4166;
150822;0100;68,1666;
150822;0200;64,3333;
150822;0300;67,75;
150822;0400;73,9166;
150822;0500;80,25;
150822;0600;83,5;
150822;0700;84;,
150822;0800;82,25;
150822;0900;73,9166;
150822;1000;66,5833;
150822;1100;60,3333;
150822;1200;54,9167;
150822;1300;52,0833;
150822;1400;50,3333;
150822;1500;49,9167;
150822;1600;49,0833;
150822;1700;54;,
150822;1800;57,9167;
150822;1900;60;,
150822;2000;63,5;
150822;2100;68,9166;
150822;2200;71,9166;
150822;2300;72,8333;
150823;0000;75,75;
150823;0100;78,5;
150823;0200;79,25;
150823;0300;80;,
150823;0400;76,6666;
150823;0500;78,1666;
150823;0600;80,6666;
150823;0700;81,5833;
150823;0800;80,5;
150823;0900;75,0833;
150823;1000;69,5;
150823;1100;62,3333;
150823;1200;52,8333;
150823;1300;48,25;
150823;1400;43,75;
150823;1500;47,3333;
150823;1600;52,8333;
150823;1700;58,5;
150823;1800;62,5;
150823;1900;65,5;
150823;2000;69,1666;
150823;2100;71,75;
150823;2200;75,4166;
150823;2300;77,75;
150824;0000;79,4166;
150824;0100;80,1667;
150824;0200;80,6666;
150824;0300;79,75;
150824;0400;78,9166;
150824;0500;79;,
150824;0600;79,25;
150824;0700;78,1666;
150824;0800;75,4166;
150824;0900;62,1667;
150824;1000;45,5;
150824;1100;33,6667;
150824;1200;29,6667;
150824;1300;26,0833;
150824;1400;28,9167;
150824;1500;36,5;
150824;1600;39,4167;
150824;1700;44,4167;
150824;1800;47,9167;
150824;1900;52,75;
150824;2000;59,0833;
150824;2100;60,4167;
150824;2200;61,9167;
150824;2300;63,8333;
150825;0000;65,75;
150825;0100;69,5833;
150825;0200;71,9166;
150825;0300;74,8333;
150825;0400;77,0833;
150825;0500;74;,
150825;0600;68,4166;
150825;0700;76,9166;
150825;0800;77,6666;
150825;0900;79,25;
150825;1000;77,75;
150825;1100;75,4166;
150825;1200;69,5833;
150825;1300;58,25;
150825;1400;53,5;
150825;1500;53,75;
150825;1600;58,3333;
150825;1700;63,75;
150825;1800;70,25;
150825;1900;74,75;
150825;2000;75,9166;
150825;2100;78,0833;
150825;2200;80,5;
150825;2300;81,3333;
150826;0000;82;,
150826;0100;82;,
150826;0200;82;,
150826;0300;82,4167;
150826;0400;83;,
150826;0500;83;,
150826;0600;82,5;
150826;0700;82,25;
150826;0800;79,1666;
150826;0900;69,75;
150826;1000;61,75;
150826;1100;54,5;
150826;1200;52,25;
150826;1300;48,4167;
150826;1400;45,25;
150826;1500;47,25;
150826;1600;45,3333;
150826;1700;43,5833;
150826;1800;45,5;
150826;1900;50,6667;
150826;2000;59,8333;
150826;2100;64,75;
150826;2200;66,25;
150826;2300;67,1666;
150827;0000;67,75;
150827;0100;69,6666;
150827;0200;70,8333;
150827;0300;70,0833;
150827;0400;72,6666;
150827;0500;74,8333;
150827;0600;71,3333;
150827;0700;67,6666;
150827;0800;62,5;
150827;0900;58,5;
150827;1000;53,25;
150827;1100;52,4167;
150827;1200;52,5;
150827;1300;41,3333;
150827;1400;32,25;
150827;1500;37,0833;
150827;1600;52,0833;
150827;1700;55,4167;
150827;1800;55;,
150827;1900;55,8333;
150827;2000;58;,
150827;2100;58;,
150827;2200;57,5;
150827;2300;52,4167;
150828;0000;50,75;
150828;0100;56,25;
150828;0200;53,6667;
150828;0300;51,9167;
150828;0400;56;,
150828;0500;57,5833;
150828;0600;57,75;
150828;0700;56,5;
150828;0800;54,3333;
150828;0900;53,1667;
150828;1000;44,5;
150828;1100;35,75;
150828;1200;25,8333;
150828;1300;24,0833;
150828;1400;14,3333;
150828;1500;9,5;
150828;1600;13,4167;
150828;1700;26,3333;
150828;1800;32,6667;
150828;1900;36,0833;
150828;2000;45,3333;
150828;2100;50,75;
150828;2200;51,75;
150828;2300;53,25;
150829;0000;55,5;
150829;0100;53;,
150829;0200;50,8333;
150829;0300;51,5833;
150829;0400;51,8333;
150829;0500;53,3333;
150829;0600;54;,
150829;0700;53,5;
150829;0800;51,3333;
150829;0900;35,3333;
150829;1000;26,8333;
150829;1100;21,8333;
150829;1200;17,8333;
150829;1300;14,8333;
150829;1400;17,5;
150829;1500;25,8333;
150829;1600;27,8333;
150829;1700;29,6667;
150829;1800;35,4167;
150829;1900;43,25;
150829;2000;50,5833;
150829;2100;56,8333;
150829;2200;60,6667;
150829;2300;63;,
150830;0000;65,5;
150830;0100;66,1666;
150830;0200;68,1666;
150830;0300;69,8333;
150830;0400;71,8333;
150830;0500;73,0833;
150830;0600;74,8333;
150830;0700;74,6666;
150830;0800;60,9167;
150830;0900;49,3333;
150830;1000;47,5;
150830;1100;40,1667;
150830;1200;34,1667;
150830;1300;34,5;
150830;1400;32,8333;
150830;1500;33;,
150830;1600;37,75;
150830;1700;43,5;
150830;1800;46,1667;
150830;1900;46,3333;
150830;2000;48,75;
150830;2100;55,6667;
150830;2200;61,3333;
150830;2300;60,0833;
150831;0000;64,0833;
150831;0100;71,6666;
150831;0200;74,3333;
150831;0300;75,4166;
150831;0400;75,8333;
150831;0500;76,4166;
150831;0600;77,5;
150831;0700;76,4166;
150831;0800;64;,
150831;0900;47,9167;
150831;1000;43,9167;
150831;1100;38,8333;
150831;1200;34,0833;
150831;1300;31,5833;
150831;1400;26,3333;
150831;1500;20,9167;
150831;1600;18,75;
150831;1700;22;,
150831;1800;30,8333;
150831;1900;37,5;
150831;2000;41,9167;
150831;2100;46,1667;
150831;2200;51,8333;
150831;2300;56,0833;
150901;0000;58,5833;
150901;0100;62,4167;
150901;0200;63,5;
150901;0300;64,4166;
150901;0400;67,25;
150901;0500;67,4166;
150901;0600;68,1666;
150901;0700;70;,
150901;0800;57,0833;
150901;0900;41,4167;
150901;1000;32,6667;
150901;1100;27,9167;
150901;1200;25,5833;
150901;1300;22,5;
150901;1400;18,4167;
150901;1500;18;,
150901;1600;18,5833;
150901;1700;18,8333;
150901;1800;27,25;
150901;1900;35,0833;
150901;2000;;,
150901;2100;44,9167;
150901;2200;50,6667;
150901;2300;45,25;
150902;0000;50,0833;
150902;0100;52,5833;
150902;0200;57,4167;
150902;0300;59,75;
150902;0400;60,1667;
150902;0500;63,1667;
150902;0600;63,1667;
150902;0700;62,1667;
150902;0800;45,3333;
150902;0900;35,8333;
150902;1000;31;,
150902;1100;23,9167;
150902;1200;23,5;
150902;1300;22,25;
150902;1400;18,6667;
150902;1500;15,8333;
150902;1600;16,3333;
150902;1700;19,5;
150902;1800;31,3333;
150902;1900;31,6667;
150902;2000;36,8333;
150902;2100;44,9167;
150902;2200;49,1667;
150902;2300;53,4167;
150903;0000;56;,
150903;0100;59;,
150903;0200;60,0833;
150903;0300;62,5833;
150903;0400;63,6667;
150903;0500;65,5;
150903;0600;66,3333;
150903;0700;64,75;
150903;0800;51,1667;
150903;0900;38,4167;
150903;1000;33,5;
150903;1100;27,75;
150903;1200;22,5833;
150903;1300;19,5;
150903;1400;18;,
150903;1500;18,3333;
150903;1600;21,1667;
150903;1700;22,4167;
150903;1800;33,0833;
150903;1900;40,8333;
150903;2000;45,0833;
150903;2100;49,3333;
150903;2200;52,25;
150903;2300;55,3333;
150904;0000;56,25;
150904;0100;57,75;
150904;0200;59,9167;
150904;0300;61,25;
150904;0400;62,75;
150904;0500;64,25;
150904;0600;64,6666;
150904;0700;62,5833;
150904;0800;47,5833;
150904;0900;37,25;
150904;1000;30,8333;
150904;1100;26;,
150904;1200;23,25;
150904;1300;17,5833;
150904;1400;15,6667;
150904;1500;21,6667;
150904;1600;22,4167;
150904;1700;28,0833;
150904;1800;39,9167;
150904;1900;48,0833;
150904;2000;49,25;
150904;2100;55,8333;
150904;2200;60,5833;
150904;2300;64,5;
150905;0000;66,8333;
150905;0100;67,75;
150905;0200;68,6666;
150905;0300;69;,
150905;0400;69,25;
150905;0500;70,4166;
150905;0600;70,6666;
150905;0700;69,75;
150905;0800;53,75;
150905;0900;42,6667;
150905;1000;35,5;
150905;1100;29,8333;
150905;1200;25,6667;
150905;1300;34,75;
150905;1400;41,9167;
150905;1500;48,3333;
150905;1600;61,4167;
150905;1700;69,9166;
150905;1800;77,6666;
150905;1900;80,3333;
150905;2000;80,75;
150905;2100;80;,
150905;2200;79,75;
150905;2300;79;,
150906;0000;78,6667;
150906;0100;78,6666;
150906;0200;81,25;
150906;0300;84,4166;
150906;0400;88,5;
150906;0500;89,1666;
150906;0600;89;,
150906;0700;88,0833;
150906;0800;86,4166;
150906;0900;85;,
150906;1000;84;,
150906;1100;75,4166;
150906;1200;56;,
150906;1300;52,1667;
150906;1400;53,3333;
150906;1500;56,0833;
150906;1600;55,3333;
150906;1700;59,6667;
150906;1800;62,75;
150906;1900;68,1666;
150906;2000;71,6666;
150906;2100;73,5;
150906;2200;72,0833;
150906;2300;71,25;
150907;0000;71,6667;
150907;0100;78,9166;
150907;0200;82,5833;
150907;0300;85,75;
150907;0400;88;,
150907;0500;89;,
150907;0600;89,8333;
150907;0700;90;,
150907;0800;89,25;
150907;0900;87,9166;
150907;1000;84,5;
150907;1100;83;,
150907;1200;82,6667;
150907;1300;81,0833;
150907;1400;81,75;
150907;1500;77,5833;
150907;1600;75,3333;
150907;1700;79,1666;
150907;1800;82,9166;
150907;1900;87,5833;
150907;2000;87,3333;
150907;2100;87,3333;
150907;2200;88;,
150907;2300;89;,
150908;0000;89,5;
150908;0100;90;,
150908;0200;90,5;
150908;0300;90,8333;
150908;0400;90,8333;
150908;0500;91;,
150908;0600;91;,
150908;0700;90,9167;
150908;0800;88,0833;
150908;0900;77,9166;
150908;1000;77,0833;
150908;1100;75,4166;
150908;1200;73,6666;
150908;1300;77,1666;
150908;1400;77,6666;
150908;1500;79,3333;
150908;1600;79,25;
150908;1700;79,25;
150908;1800;79;,
150908;1900;80,25;
150908;2000;82,0833;
150908;2100;83,8333;
150908;2200;85;,
150908;2300;86,3333;
150909;0000;87,3333;
150909;0100;88;,
150909;0200;88;,
150909;0300;88;,
150909;0400;88,1667;
150909;0500;88;,
150909;0600;88;,
150909;0700;88;,
150909;0800;88;,
150909;0900;87,4167;
150909;1000;82;,
150909;1100;77,9166;
150909;1200;81,3333;
150909;1300;82,0833;
150909;1400;81,9166;
150909;1500;83,0833;
150909;1600;80,9166;
150909;1700;70,5833;
150909;1800;75;,
150909;1900;79,8333;
150909;2000;81,5;
150909;2100;82,75;
150909;2200;82,5;
150909;2300;81,0833;
150910;0000;83,1666;
150910;0100;84,9166;
150910;0200;86;,
150910;0300;84,6667;
150910;0400;83;,
150910;0500;83,75;
150910;0600;84;,
150910;0700;83,9167;
150910;0800;82,9166;
150910;0900;79,5;
150910;1000;73,5;
150910;1100;66;,
150910;1200;56,6667;
150910;1300;46,75;
150910;1400;47,9167;
150910;1500;49,75;
150910;1600;50,3333;
150910;1700;49,9167;
150910;1800;54;,
150910;1900;58,5833;
150910;2000;63,1667;
150910;2100;68,3333;
150910;2200;73,6666;
150910;2300;77,5;
150911;0000;80,8333;
150911;0100;82,3333;
150911;0200;83,3333;
150911;0300;83,3333;
150911;0400;83,6666;
150911;0500;84;,
150911;0600;84;,
150911;0700;83,0833;
150911;0800;70,25;
150911;0900;56,1667;
150911;1000;48,6667;
150911;1100;41,6667;
150911;1200;36,1667;
150911;1300;30,5;
150911;1400;26,1667;
150911;1500;21,5833;
150911;1600;21,1667;
150911;1700;24,9167;
150911;1800;28;,
150911;1900;33,6667;
150911;2000;42,9167;
150911;2100;52,5;
150911;2200;59,9167;
150911;2300;64,8333;
150912;0000;65,5833;
150912;0100;69,5;
150912;0200;71;,
150912;0300;71,0833;
150912;0400;72,25;
150912;0500;73,0833;
150912;0600;74;,
150912;0700;72,75;
150912;0800;55;,
150912;0900;40,3333;
150912;1000;29,9167;
150912;1100;24,0833;
150912;1200;20;,
150912;1300;17,1667;
150912;1400;13,9167;
150912;1500;14,6667;
150912;1600;15,0833;
150912;1700;18;,
150912;1800;22,5;
150912;1900;38,5;
150912;2000;45,9167;
150912;2100;44,9167;
150912;2200;54,5;
150912;2300;62,1667;
150913;0000;65,4166;
150913;0100;65,8333;
150913;0200;67,75;
150913;0300;68,5833;
150913;0400;68,6666;
150913;0500;70,0833;
150913;0600;71,1666;
150913;0700;69,9166;
150913;0800;54;,
150913;0900;32,1667;
150913;1000;25,3333;
150913;1100;21,4167;
150913;1200;13,6667;
150913;1300;10,5833;
150913;1400;10,5833;
150913;1500;14,0833;
150913;1600;17,75;
150913;1700;21,75;
150913;1800;31,6667;
150913;1900;36,0833;
150913;2000;42,25;
150913;2100;46,4167;
150913;2200;48,8333;
150913;2300;52,25;
150914;0000;54,3333;
150914;0100;56,3333;
150914;0200;56,9167;
150914;0300;55,9167;
150914;0400;57,3333;
150914;0500;55,25;
150914;0600;55,8333;
150914;0700;58,3333;
150914;0800;54,75;
150914;0900;50,3333;
150914;1000;44,5833;
150914;1100;40;,
150914;1200;36,75;
150914;1300;33,75;
150914;1400;32,75;
150914;1500;34,1667;
150914;1600;37,4167;
150914;1700;42,3333;
150914;1800;49,5;
150914;1900;55,25;
150914;2000;60,8333;
150914;2100;58,6667;
150914;2200;61,5;
150914;2300;66;,
150915;0000;71,0833;
150915;0100;74,9166;
150915;0200;74;,
150915;0300;73,8333;
150915;0400;76,6666;
150915;0500;79,5;
150915;0600;81,1666;
150915;0700;81,5833;
150915;0800;80,6666;
150915;0900;78,9166;
150915;1000;76,5833;
150915;1100;74,3333;
150915;1200;72,4166;
150915;1300;69;,
150915;1400;65,0833;
150915;1500;61,1667;
150915;1600;60,1667;
150915;1700;67,5;
150915;1800;69,3333;
150915;1900;69,25;
150915;2000;72,3333;
150915;2100;74,9166;
150915;2200;76,1667;
150915;2300;77,9166;
150916;0000;77,3333;
150916;0100;74,4166;
150916;0200;74,9166;
150916;0300;76;,
150916;0400;76,9167;
150916;0500;77,5833;
150916;0600;77;,
150916;0700;73,4167;
150916;0800;67,9166;
150916;0900;60,0833;
150916;1000;53,5833;
150916;1100;47,3333;
150916;1200;43,1667;
150916;1300;41,6667;
150916;1400;43,0833;
150916;1500;44,5833;
150916;1600;46,0833;
150916;1700;50,5;
150916;1800;55,5;
150916;1900;59,75;
150916;2000;60,9167;
150916;2100;64,3333;
150916;2200;73;,
150916;2300;79,6666;
150917;0000;81,8333;
150917;0100;83;,
150917;0200;83;,
150917;0300;83;,
150917;0400;83;,
150917;0500;83;,
150917;0600;83,75;
150917;0700;83,9167;
150917;0800;80,9166;
150917;0900;71,1666;
